IP地址	数据中心	地区	城市	网络延迟
104.22.39.218	LAX	北美洲	洛杉矶	172 ms
104.24.247.42	LAX	北美洲	洛杉矶	172 ms
104.19.185.53	SJC	北美洲	圣何塞	172 ms
104.22.22.223	SJC	北美洲	圣何塞	172 ms
104.27.120.234	LAX	北美洲	洛杉矶	172 ms
104.17.198.26	SJC	北美洲	圣何塞	172 ms
104.20.26.192	LAX	北美洲	洛杉矶	172 ms
104.22.28.208	SJC	北美洲	圣何塞	172 ms
104.20.201.2	LAX	北美洲	洛杉矶	172 ms
104.20.99.224	LAX	北美洲	洛杉矶	172 ms
104.17.159.125	SJC	北美洲	圣何塞	172 ms
104.18.99.97	SJC	北美洲	圣何塞	172 ms
104.19.72.246	LAX	北美洲	洛杉矶	172 ms
104.27.100.22	LAX	北美洲	洛杉矶	173 ms
104.16.124.219	SJC	北美洲	圣何塞	173 ms
104.19.90.234	LAX	北美洲	洛杉矶	173 ms
104.22.33.28	LAX	北美洲	洛杉矶	173 ms
104.19.181.59	SJC	北美洲	圣何塞	173 ms
104.22.30.208	SJC	北美洲	圣何塞	173 ms
104.21.109.102	LAX	北美洲	洛杉矶	173 ms
104.18.197.219	SJC	北美洲	圣何塞	173 ms
104.25.86.220	LAX	北美洲	洛杉矶	173 ms
104.24.148.173	LAX	北美洲	洛杉矶	173 ms
104.18.142.211	SJC	北美洲	圣何塞	173 ms
104.18.38.34	LAX	北美洲	洛杉矶	173 ms
172.67.71.43	SEA	北美洲	西雅图	173 ms
104.16.27.18	SJC	北美洲	圣何塞	173 ms
104.17.21.149	SEA	北美洲	西雅图	173 ms
104.17.5.193	SJC	北美洲	圣何塞	173 ms
104.20.246.119	LAX	北美洲	洛杉矶	173 ms
104.16.229.69	SJC	北美洲	圣何塞	173 ms
104.25.160.216	LAX	北美洲	洛杉矶	173 ms
104.17.145.158	SJC	北美洲	圣何塞	173 ms
104.16.151.88	SJC	北美洲	圣何塞	173 ms
104.17.152.140	SJC	北美洲	圣何塞	173 ms
172.67.21.183	LAX	北美洲	洛杉矶	173 ms
168.100.6.251	LAX	北美洲	洛杉矶	173 ms
104.16.199.102	SJC	北美洲	圣何塞	173 ms
104.19.249.178	SJC	北美洲	圣何塞	173 ms
104.17.151.0	SJC	北美洲	圣何塞	173 ms
172.67.49.6	LAX	北美洲	洛杉矶	173 ms
104.16.159.98	SJC	北美洲	圣何塞	173 ms
104.22.53.104	SEA	北美洲	西雅图	173 ms
172.67.46.6	LAX	北美洲	洛杉矶	173 ms
104.17.148.234	SJC	北美洲	圣何塞	173 ms
104.20.138.230	LAX	北美洲	洛杉矶	173 ms
104.17.117.28	SJC	北美洲	圣何塞	173 ms
172.67.246.69	LAX	北美洲	洛杉矶	173 ms
104.16.196.84	SJC	北美洲	圣何塞	173 ms
172.67.118.168	LAX	北美洲	洛杉矶	173 ms
188.164.159.147	LAX	北美洲	洛杉矶	173 ms
104.18.102.236	SJC	北美洲	圣何塞	173 ms
172.67.215.84	SJC	北美洲	圣何塞	173 ms
104.18.204.47	SJC	北美洲	圣何塞	173 ms
104.18.205.27	SJC	北美洲	圣何塞	173 ms
104.16.148.190	SJC	北美洲	圣何塞	173 ms
104.27.86.115	LAX	北美洲	洛杉矶	173 ms
104.22.10.113	SJC	北美洲	圣何塞	173 ms
104.27.201.127	LAX	北美洲	洛杉矶	173 ms
104.20.136.28	LAX	北美洲	洛杉矶	173 ms
104.19.177.144	SJC	北美洲	圣何塞	173 ms
172.67.111.39	LAX	北美洲	洛杉矶	173 ms
104.27.46.22	LAX	北美洲	洛杉矶	173 ms
104.19.82.62	LAX	北美洲	洛杉矶	173 ms
104.27.65.204	LAX	北美洲	洛杉矶	173 ms
104.17.111.154	SJC	北美洲	圣何塞	173 ms
104.21.57.179	LAX	北美洲	洛杉矶	173 ms
104.27.85.89	LAX	北美洲	洛杉矶	174 ms
104.19.216.186	SJC	北美洲	圣何塞	174 ms
104.24.65.174	LAX	北美洲	洛杉矶	174 ms
104.18.129.161	SJC	北美洲	圣何塞	174 ms
104.16.202.77	SJC	北美洲	圣何塞	174 ms
104.17.11.72	SJC	北美洲	圣何塞	174 ms
104.18.135.69	SJC	北美洲	圣何塞	174 ms
104.18.212.217	SJC	北美洲	圣何塞	174 ms
104.19.101.4	LAX	北美洲	洛杉矶	174 ms
104.20.194.241	LAX	北美洲	洛杉矶	174 ms
104.16.217.130	SJC	北美洲	圣何塞	174 ms
104.25.195.194	LAX	北美洲	洛杉矶	174 ms
104.21.222.122	LAX	北美洲	洛杉矶	174 ms
104.17.44.35	SJC	北美洲	圣何塞	174 ms
104.16.222.39	SJC	北美洲	圣何塞	174 ms
104.20.137.48	LAX	北美洲	洛杉矶	174 ms
104.23.119.164	LAX	北美洲	洛杉矶	174 ms
172.67.250.46	LAX	北美洲	洛杉矶	174 ms
104.27.22.187	LAX	北美洲	洛杉矶	174 ms
104.25.186.210	LAX	北美洲	洛杉矶	174 ms
104.20.23.170	LAX	北美洲	洛杉矶	174 ms
104.22.31.175	SJC	北美洲	圣何塞	174 ms
104.26.1.171	SEA	北美洲	西雅图	174 ms
104.25.29.60	LAX	北美洲	洛杉矶	174 ms
104.19.127.31	LAX	北美洲	洛杉矶	174 ms
104.18.192.187	SJC	北美洲	圣何塞	174 ms
104.19.156.86	SJC	北美洲	圣何塞	174 ms
104.20.119.195	LAX	北美洲	洛杉矶	174 ms
104.25.101.164	LAX	北美洲	洛杉矶	174 ms
104.21.122.72	LAX	北美洲	洛杉矶	174 ms
104.27.2.151	LAX	北美洲	洛杉矶	174 ms
104.24.201.215	LAX	北美洲	洛杉矶	174 ms
172.67.122.188	LAX	北美洲	洛杉矶	174 ms
104.17.122.98	SJC	北美洲	圣何塞	174 ms
104.25.222.74	LAX	北美洲	洛杉矶	174 ms
104.17.57.174	SJC	北美洲	圣何塞	174 ms
104.17.74.31	SJC	北美洲	圣何塞	174 ms
104.23.109.132	LAX	北美洲	洛杉矶	174 ms
104.21.125.106	LAX	北美洲	洛杉矶	174 ms
104.20.80.62	LAX	北美洲	洛杉矶	174 ms
104.19.188.179	SJC	北美洲	圣何塞	174 ms
104.27.21.178	LAX	北美洲	洛杉矶	174 ms
104.27.112.170	LAX	北美洲	洛杉矶	174 ms
104.19.174.145	SEA	北美洲	西雅图	174 ms
172.67.44.26	LAX	北美洲	洛杉矶	174 ms
104.18.187.225	SEA	北美洲	西雅图	174 ms
104.20.135.223	LAX	北美洲	洛杉矶	174 ms
104.22.59.189	SEA	北美洲	西雅图	174 ms
104.24.86.231	LAX	北美洲	洛杉矶	174 ms
104.18.128.143	SJC	北美洲	圣何塞	174 ms
104.16.144.122	SJC	北美洲	圣何塞	175 ms
104.19.88.245	LAX	北美洲	洛杉矶	175 ms
185.238.228.81	LAX	北美洲	洛杉矶	175 ms
104.18.138.197	SJC	北美洲	圣何塞	175 ms
104.18.108.21	SJC	北美洲	圣何塞	175 ms
104.17.71.240	SJC	北美洲	圣何塞	175 ms
104.16.188.147	SJC	北美洲	圣何塞	175 ms
104.22.34.89	LAX	北美洲	洛杉矶	175 ms
104.24.246.118	LAX	北美洲	洛杉矶	175 ms
104.16.16.241	SJC	北美洲	圣何塞	175 ms
104.17.34.44	SJC	北美洲	圣何塞	175 ms
104.25.182.195	LAX	北美洲	洛杉矶	175 ms
104.16.186.47	SJC	北美洲	圣何塞	175 ms
104.19.48.3	LAX	北美洲	洛杉矶	175 ms
104.20.153.32	LAX	北美洲	洛杉矶	175 ms
104.20.121.84	LAX	北美洲	洛杉矶	175 ms
104.16.156.231	SJC	北美洲	圣何塞	175 ms
104.22.9.66	SJC	北美洲	圣何塞	175 ms
104.19.126.218	LAX	北美洲	洛杉矶	175 ms
104.27.127.109	LAX	北美洲	洛杉矶	175 ms
104.21.112.210	LAX	北美洲	洛杉矶	175 ms
104.24.213.59	LAX	北美洲	洛杉矶	175 ms
104.25.191.180	LAX	北美洲	洛杉矶	175 ms
92.53.190.75	LAX	北美洲	洛杉矶	175 ms
104.20.120.122	LAX	北美洲	洛杉矶	175 ms
167.68.5.220	LAX	北美洲	洛杉矶	175 ms
104.20.71.158	LAX	北美洲	洛杉矶	175 ms
104.20.173.227	LAX	北美洲	洛杉矶	175 ms
104.19.98.240	LAX	北美洲	洛杉矶	175 ms
104.25.219.172	LAX	北美洲	洛杉矶	175 ms
104.20.5.108	LAX	北美洲	洛杉矶	175 ms
104.16.152.31	SJC	北美洲	圣何塞	175 ms
104.21.63.103	LAX	北美洲	洛杉矶	175 ms
104.24.59.140	LAX	北美洲	洛杉矶	175 ms
104.24.215.67	LAX	北美洲	洛杉矶	175 ms
104.23.117.238	LAX	北美洲	洛杉矶	175 ms
176.126.206.55	LAX	北美洲	洛杉矶	175 ms
104.16.150.158	SJC	北美洲	圣何塞	175 ms
104.24.42.69	LAX	北美洲	洛杉矶	175 ms
104.19.84.32	LAX	北美洲	洛杉矶	175 ms
162.159.38.70	LAX	北美洲	洛杉矶	175 ms
172.67.25.179	LAX	北美洲	洛杉矶	175 ms
104.17.42.177	SJC	北美洲	圣何塞	175 ms
104.16.30.111	SJC	北美洲	圣何塞	175 ms
104.16.158.144	SJC	北美洲	圣何塞	175 ms
104.27.196.161	LAX	北美洲	洛杉矶	175 ms
104.27.194.194	LAX	北美洲	洛杉矶	175 ms
104.25.78.133	LAX	北美洲	洛杉矶	175 ms
104.21.7.12	LAX	北美洲	洛杉矶	175 ms
194.59.5.154	LAX	北美洲	洛杉矶	175 ms
104.16.126.206	SJC	北美洲	圣何塞	175 ms
104.18.199.231	SJC	北美洲	圣何塞	175 ms
104.27.205.215	SJC	北美洲	圣何塞	175 ms
104.18.101.14	SJC	北美洲	圣何塞	175 ms
104.21.202.234	LAX	北美洲	洛杉矶	175 ms
104.17.147.197	SJC	北美洲	圣何塞	175 ms
104.20.8.228	LAX	北美洲	洛杉矶	175 ms
104.17.209.15	SJC	北美洲	圣何塞	175 ms
104.22.0.23	SJC	北美洲	圣何塞	175 ms
104.25.40.99	LAX	北美洲	洛杉矶	175 ms
172.67.249.64	LAX	北美洲	洛杉矶	175 ms
104.24.137.75	LAX	北美洲	洛杉矶	175 ms
104.16.195.168	SJC	北美洲	圣何塞	175 ms
172.67.23.241	LAX	北美洲	洛杉矶	175 ms
104.27.26.68	LAX	北美洲	洛杉矶	175 ms
104.16.218.157	SJC	北美洲	圣何塞	175 ms
104.19.114.173	LAX	北美洲	洛杉矶	175 ms
104.20.41.183	LAX	北美洲	洛杉矶	175 ms
104.19.121.149	LAX	北美洲	洛杉矶	175 ms
104.24.191.77	LAX	北美洲	洛杉矶	175 ms
104.25.227.145	LAX	北美洲	洛杉矶	176 ms
104.20.185.57	LAX	北美洲	洛杉矶	176 ms
104.25.121.157	LAX	北美洲	洛杉矶	176 ms
104.16.241.168	SJC	北美洲	圣何塞	176 ms
104.16.168.74	SJC	北美洲	圣何塞	176 ms
172.67.109.115	LAX	北美洲	洛杉矶	176 ms
104.19.253.185	SJC	北美洲	圣何塞	176 ms
104.20.67.161	LAX	北美洲	洛杉矶	176 ms
104.27.33.170	LAX	北美洲	洛杉矶	176 ms
104.19.78.121	LAX	北美洲	洛杉矶	176 ms
104.27.82.51	LAX	北美洲	洛杉矶	176 ms
172.66.3.225	LAX	北美洲	洛杉矶	176 ms
104.19.171.152	SEA	北美洲	西雅图	176 ms
104.22.47.158	LAX	北美洲	洛杉矶	176 ms
104.24.57.121	LAX	北美洲	洛杉矶	176 ms
104.18.96.182	SJC	北美洲	圣何塞	176 ms
104.17.200.50	SJC	北美洲	圣何塞	176 ms
104.24.7.223	LAX	北美洲	洛杉矶	176 ms
104.17.12.216	SJC	北美洲	圣何塞	176 ms
104.19.173.188	SEA	北美洲	西雅图	176 ms
104.17.81.226	SJC	北美洲	圣何塞	176 ms
104.25.12.42	LAX	北美洲	洛杉矶	176 ms
104.16.153.31	SJC	北美洲	圣何塞	176 ms
104.16.247.153	SJC	北美洲	圣何塞	176 ms
172.67.231.221	LAX	北美洲	洛杉矶	176 ms
162.159.196.244	LAX	北美洲	洛杉矶	176 ms
104.19.178.172	SJC	北美洲	圣何塞	176 ms
104.20.146.35	LAX	北美洲	洛杉矶	176 ms
104.23.120.75	LAX	北美洲	洛杉矶	176 ms
104.18.136.99	SJC	北美洲	圣何塞	176 ms
104.27.12.137	LAX	北美洲	洛杉矶	176 ms
104.17.95.227	SJC	北美洲	圣何塞	176 ms
104.22.75.10	LAX	北美洲	洛杉矶	176 ms
104.17.154.210	SJC	北美洲	圣何塞	176 ms
104.19.206.105	LAX	北美洲	洛杉矶	176 ms
104.19.77.89	LAX	北美洲	洛杉矶	176 ms
104.24.224.23	LAX	北美洲	洛杉矶	176 ms
104.19.50.183	LAX	北美洲	洛杉矶	176 ms
172.67.240.101	LAX	北美洲	洛杉矶	176 ms
104.17.129.118	SJC	北美洲	圣何塞	176 ms
104.24.145.27	LAX	北美洲	洛杉矶	176 ms
104.24.25.106	LAX	北美洲	洛杉矶	176 ms
104.16.68.207	SJC	北美洲	圣何塞	176 ms
104.16.69.242	SJC	北美洲	圣何塞	176 ms
104.17.90.54	SJC	北美洲	圣何塞	176 ms
104.20.38.79	LAX	北美洲	洛杉矶	176 ms
104.16.28.187	SJC	北美洲	圣何塞	176 ms
104.27.94.127	LAX	北美洲	洛杉矶	176 ms
104.24.32.199	LAX	北美洲	洛杉矶	176 ms
104.19.28.150	LAX	北美洲	洛杉矶	176 ms
104.20.245.21	LAX	北美洲	洛杉矶	176 ms
104.18.209.46	SJC	北美洲	圣何塞	176 ms
104.17.25.1	SEA	北美洲	西雅图	176 ms
104.17.155.53	SJC	北美洲	圣何塞	176 ms
104.25.149.95	LAX	北美洲	洛杉矶	176 ms
104.20.114.39	LAX	北美洲	洛杉矶	176 ms
104.16.120.95	SJC	北美洲	圣何塞	176 ms
104.25.112.62	LAX	北美洲	洛杉矶	176 ms
172.67.226.216	LAX	北美洲	洛杉矶	176 ms
104.20.13.114	LAX	北美洲	洛杉矶	176 ms
104.17.146.94	SJC	北美洲	圣何塞	176 ms
104.20.94.171	LAX	北美洲	洛杉矶	176 ms
104.22.37.207	LAX	北美洲	洛杉矶	176 ms
104.22.66.74	LAX	北美洲	洛杉矶	176 ms
172.67.252.135	LAX	北美洲	洛杉矶	176 ms
104.16.216.233	SJC	北美洲	圣何塞	176 ms
104.25.224.200	LAX	北美洲	洛杉矶	176 ms
104.25.34.114	LAX	北美洲	洛杉矶	176 ms
104.20.127.102	LAX	北美洲	洛杉矶	176 ms
104.24.83.222	LAX	北美洲	洛杉矶	176 ms
104.21.101.66	LAX	北美洲	洛杉矶	176 ms
172.65.170.217	LAX	北美洲	洛杉矶	176 ms
104.20.224.2	LAX	北美洲	洛杉矶	176 ms
172.67.125.57	LAX	北美洲	洛杉矶	176 ms
104.25.3.141	LAX	北美洲	洛杉矶	176 ms
104.27.54.26	LAX	北美洲	洛杉矶	176 ms
172.67.107.29	LAX	北美洲	洛杉矶	176 ms
104.16.155.64	SJC	北美洲	圣何塞	176 ms
104.24.34.161	LAX	北美洲	洛杉矶	176 ms
104.239.72.35	LAX	北美洲	洛杉矶	176 ms
104.22.20.203	SJC	北美洲	圣何塞	176 ms
104.24.61.242	LAX	北美洲	洛杉矶	176 ms
104.21.48.115	LAX	北美洲	洛杉矶	177 ms
104.24.183.182	LAX	北美洲	洛杉矶	177 ms
104.19.176.66	SJC	北美洲	圣何塞	177 ms
104.129.165.248	LAX	北美洲	洛杉矶	177 ms
104.17.23.123	SEA	北美洲	西雅图	177 ms
104.19.124.32	LAX	北美洲	洛杉矶	177 ms
104.25.30.126	LAX	北美洲	洛杉矶	177 ms
104.24.174.131	LAX	北美洲	洛杉矶	177 ms
104.16.161.154	SJC	北美洲	圣何塞	177 ms
104.24.130.51	LAX	北美洲	洛杉矶	177 ms
104.20.104.182	LAX	北美洲	洛杉矶	177 ms
154.197.64.172	LAX	北美洲	洛杉矶	177 ms
104.18.254.137	SJC	北美洲	圣何塞	177 ms
104.17.38.114	SJC	北美洲	圣何塞	177 ms
104.18.106.101	SJC	北美洲	圣何塞	177 ms
104.20.160.115	LAX	北美洲	洛杉矶	177 ms
104.24.73.126	LAX	北美洲	洛杉矶	177 ms
104.19.97.139	LAX	北美洲	洛杉矶	177 ms
104.17.22.2	SEA	北美洲	西雅图	177 ms
104.16.224.109	SJC	北美洲	圣何塞	177 ms
104.20.170.121	LAX	北美洲	洛杉矶	177 ms
104.20.43.188	LAX	北美洲	洛杉矶	177 ms
104.24.53.90	LAX	北美洲	洛杉矶	177 ms
104.22.3.204	SJC	北美洲	圣何塞	177 ms
104.24.47.11	LAX	北美洲	洛杉矶	177 ms
104.26.6.202	SEA	北美洲	西雅图	177 ms
185.221.160.2	LAX	北美洲	洛杉矶	177 ms
104.26.10.45	SEA	北美洲	西雅图	177 ms
172.67.183.1	LAX	北美洲	洛杉矶	177 ms
104.21.1.111	LAX	北美洲	洛杉矶	177 ms
104.19.89.10	LAX	北美洲	洛杉矶	177 ms
172.67.251.232	LAX	北美洲	洛杉矶	177 ms
104.20.198.79	LAX	北美洲	洛杉矶	177 ms
162.159.239.252	LAX	北美洲	洛杉矶	177 ms
172.67.110.250	LAX	北美洲	洛杉矶	177 ms
104.25.64.224	LAX	北美洲	洛杉矶	177 ms
104.18.33.252	LAX	北美洲	洛杉矶	177 ms
104.25.81.242	LAX	北美洲	洛杉矶	177 ms
104.27.111.165	LAX	北美洲	洛杉矶	177 ms
104.18.184.73	SEA	北美洲	西雅图	177 ms
104.21.107.69	LAX	北美洲	洛杉矶	177 ms
104.24.129.124	LAX	北美洲	洛杉矶	177 ms
104.20.221.16	LAX	北美洲	洛杉矶	177 ms
172.67.32.154	LAX	北美洲	洛杉矶	177 ms
104.20.239.44	LAX	北美洲	洛杉矶	177 ms
104.17.123.240	SJC	北美洲	圣何塞	177 ms
104.16.29.243	SJC	北美洲	圣何塞	177 ms
104.23.98.130	LAX	北美洲	洛杉矶	177 ms
104.27.18.57	LAX	北美洲	洛杉矶	177 ms
104.18.156.142	SJC	北美洲	圣何塞	177 ms
104.22.72.176	LAX	北美洲	洛杉矶	177 ms
104.25.76.201	LAX	北美洲	洛杉矶	177 ms
104.19.205.221	LAX	北美洲	洛杉矶	177 ms
104.25.184.53	LAX	北美洲	洛杉矶	177 ms
45.12.30.175	LAX	北美洲	洛杉矶	177 ms
172.64.40.107	LAX	北美洲	洛杉矶	177 ms
104.24.3.87	LAX	北美洲	洛杉矶	177 ms
104.24.169.239	LAX	北美洲	洛杉矶	177 ms
104.16.81.112	SJC	北美洲	圣何塞	177 ms
104.21.127.157	LAX	北美洲	洛杉矶	177 ms
104.16.77.117	SJC	北美洲	圣何塞	177 ms
104.17.41.93	SJC	北美洲	圣何塞	177 ms
104.24.81.17	LAX	北美洲	洛杉矶	177 ms
104.18.255.141	SJC	北美洲	圣何塞	177 ms
104.20.159.203	LAX	北美洲	洛杉矶	177 ms
104.24.205.208	LAX	北美洲	洛杉矶	177 ms
104.27.91.252	LAX	北美洲	洛杉矶	177 ms
104.25.104.135	LAX	北美洲	洛杉矶	177 ms
104.25.103.107	LAX	北美洲	洛杉矶	177 ms
104.17.68.134	SJC	北美洲	圣何塞	177 ms
104.24.43.179	LAX	北美洲	洛杉矶	177 ms
104.16.23.210	SJC	北美洲	圣何塞	178 ms
104.20.110.181	LAX	北美洲	洛杉矶	178 ms
104.20.111.106	LAX	北美洲	洛杉矶	178 ms
172.67.247.40	LAX	北美洲	洛杉矶	178 ms
104.25.99.78	LAX	北美洲	洛杉矶	178 ms
104.27.119.180	LAX	北美洲	洛杉矶	178 ms
104.25.9.50	LAX	北美洲	洛杉矶	178 ms
104.17.116.134	SJC	北美洲	圣何塞	178 ms
216.205.52.149	LAX	北美洲	洛杉矶	178 ms
104.19.120.20	LAX	北美洲	洛杉矶	178 ms
104.24.219.236	LAX	北美洲	洛杉矶	178 ms
104.25.63.96	LAX	北美洲	洛杉矶	178 ms
103.172.111.66	LAX	北美洲	洛杉矶	178 ms
104.25.2.7	LAX	北美洲	洛杉矶	178 ms
104.16.165.92	SJC	北美洲	圣何塞	178 ms
104.16.162.223	SJC	北美洲	圣何塞	178 ms
104.20.74.56	LAX	北美洲	洛杉矶	178 ms
104.25.100.168	LAX	北美洲	洛杉矶	178 ms
104.20.195.18	LAX	北美洲	洛杉矶	178 ms
188.42.89.220	LAX	北美洲	洛杉矶	178 ms
104.19.113.37	LAX	北美洲	洛杉矶	178 ms
104.16.118.73	SJC	北美洲	圣何塞	178 ms
104.17.125.25	SJC	北美洲	圣何塞	178 ms
89.116.180.45	LAX	北美洲	洛杉矶	178 ms
104.18.198.246	SJC	北美洲	圣何塞	178 ms
140.99.233.215	LAX	北美洲	洛杉矶	178 ms
185.176.26.137	LAX	北美洲	洛杉矶	178 ms
104.19.69.98	LAX	北美洲	洛杉矶	178 ms
104.25.176.211	LAX	北美洲	洛杉矶	178 ms
104.25.141.187	LAX	北美洲	洛杉矶	178 ms
104.26.11.14	SEA	北美洲	西雅图	178 ms
104.17.94.69	SJC	北美洲	圣何塞	178 ms
104.19.93.201	LAX	北美洲	洛杉矶	178 ms
104.18.111.54	SJC	北美洲	圣何塞	178 ms
5.10.244.40	LAX	北美洲	洛杉矶	178 ms
104.25.71.20	LAX	北美洲	洛杉矶	178 ms
162.159.194.17	LAX	北美洲	洛杉矶	178 ms
104.16.80.168	SJC	北美洲	圣何塞	178 ms
104.18.141.153	SJC	北美洲	圣何塞	178 ms
104.23.140.173	LAX	北美洲	洛杉矶	178 ms
172.67.51.218	LAX	北美洲	洛杉矶	178 ms
104.27.103.144	LAX	北美洲	洛杉矶	178 ms
104.20.242.136	LAX	北美洲	洛杉矶	178 ms
104.25.215.219	LAX	北美洲	洛杉矶	178 ms
104.21.221.124	LAX	北美洲	洛杉矶	178 ms
172.67.29.230	LAX	北美洲	洛杉矶	178 ms
104.20.68.24	LAX	北美洲	洛杉矶	178 ms
104.27.98.135	LAX	北美洲	洛杉矶	178 ms
104.18.86.112	SJC	北美洲	圣何塞	178 ms
104.27.121.59	LAX	北美洲	洛杉矶	178 ms
104.25.96.198	LAX	北美洲	洛杉矶	178 ms
104.16.125.33	SJC	北美洲	圣何塞	178 ms
45.135.235.49	LAX	北美洲	洛杉矶	178 ms
104.25.105.144	LAX	北美洲	洛杉矶	178 ms
104.19.30.250	LAX	北美洲	洛杉矶	178 ms
104.16.85.81	SJC	北美洲	圣何塞	178 ms
104.16.157.171	SJC	北美洲	圣何塞	178 ms
104.25.75.201	LAX	北美洲	洛杉矶	178 ms
104.19.73.209	LAX	北美洲	洛杉矶	178 ms
89.117.112.59	LAX	北美洲	洛杉矶	178 ms
172.67.43.203	LAX	北美洲	洛杉矶	178 ms
172.67.187.185	LAX	北美洲	洛杉矶	178 ms
172.67.121.195	LAX	北美洲	洛杉矶	178 ms
104.18.202.85	SJC	北美洲	圣何塞	178 ms
104.24.194.33	LAX	北美洲	洛杉矶	178 ms
104.16.115.62	SJC	北美洲	圣何塞	178 ms
104.25.84.209	LAX	北美洲	洛杉矶	178 ms
104.19.100.18	LAX	北美洲	洛杉矶	178 ms
104.17.114.85	SJC	北美洲	圣何塞	178 ms
108.165.216.167	LAX	北美洲	洛杉矶	178 ms
104.16.149.46	SJC	北美洲	圣何塞	178 ms
23.227.39.201	SEA	北美洲	西雅图	178 ms
104.22.78.198	LAX	北美洲	洛杉矶	178 ms
104.20.14.45	LAX	北美洲	洛杉矶	178 ms
104.25.211.85	LAX	北美洲	洛杉矶	178 ms
185.162.230.70	LAX	北美洲	洛杉矶	178 ms
104.16.183.216	SJC	北美洲	圣何塞	178 ms
104.16.84.63	SJC	北美洲	圣何塞	178 ms
104.24.71.97	LAX	北美洲	洛杉矶	178 ms
104.17.88.213	SJC	北美洲	圣何塞	178 ms
104.17.89.178	SJC	北美洲	圣何塞	178 ms
104.21.58.140	LAX	北美洲	洛杉矶	178 ms
104.20.147.141	LAX	北美洲	洛杉矶	178 ms
104.17.20.243	SEA	北美洲	西雅图	178 ms
160.153.0.39	LAX	北美洲	洛杉矶	178 ms
104.18.215.121	SJC	北美洲	圣何塞	178 ms
104.18.214.125	SJC	北美洲	圣何塞	178 ms
172.64.159.77	LAX	北美洲	洛杉矶	178 ms
104.24.181.180	LAX	北美洲	洛杉矶	178 ms
104.24.182.97	LAX	北美洲	洛杉矶	178 ms
104.23.113.43	LAX	北美洲	洛杉矶	179 ms
162.159.58.67	LAX	北美洲	洛杉矶	179 ms
172.64.228.123	LAX	北美洲	洛杉矶	179 ms
172.67.74.213	SEA	北美洲	西雅图	179 ms
104.27.52.242	LAX	北美洲	洛杉矶	179 ms
104.23.104.243	LAX	北美洲	洛杉矶	179 ms
104.22.18.128	SJC	北美洲	圣何塞	179 ms
104.17.96.74	SJC	北美洲	圣何塞	179 ms
104.20.232.18	LAX	北美洲	洛杉矶	179 ms
104.22.65.196	LAX	北美洲	洛杉矶	179 ms
104.16.78.243	SJC	北美洲	圣何塞	179 ms
104.16.82.8	SJC	北美洲	圣何塞	179 ms
104.27.116.220	LAX	北美洲	洛杉矶	179 ms
104.19.43.130	LAX	北美洲	洛杉矶	179 ms
104.24.204.232	LAX	北美洲	洛杉矶	179 ms
104.19.53.231	LAX	北美洲	洛杉矶	179 ms
104.17.158.124	SJC	北美洲	圣何塞	179 ms
104.17.150.193	SJC	北美洲	圣何塞	179 ms
104.21.10.104	LAX	北美洲	洛杉矶	179 ms
104.22.74.29	LAX	北美洲	洛杉矶	179 ms
104.20.216.50	LAX	北美洲	洛杉矶	179 ms
104.18.98.160	SJC	北美洲	圣何塞	179 ms
172.64.48.175	LAX	北美洲	洛杉矶	179 ms
172.67.66.64	SEA	北美洲	西雅图	179 ms
104.20.179.8	LAX	北美洲	洛杉矶	179 ms
104.17.93.254	SJC	北美洲	圣何塞	179 ms
104.18.210.95	SJC	北美洲	圣何塞	179 ms
88.216.67.118	LAX	北美洲	洛杉矶	179 ms
104.20.144.25	LAX	北美洲	洛杉矶	179 ms
104.19.254.167	SJC	北美洲	圣何塞	179 ms
104.17.127.80	SJC	北美洲	圣何塞	179 ms
104.25.230.227	LAX	北美洲	洛杉矶	179 ms
104.18.110.167	SJC	北美洲	圣何塞	179 ms
104.19.134.4	LAX	北美洲	洛杉矶	179 ms
104.25.70.117	LAX	北美洲	洛杉矶	179 ms
104.21.102.42	LAX	北美洲	洛杉矶	179 ms
104.18.253.167	SJC	北美洲	圣何塞	179 ms
104.27.60.75	LAX	北美洲	洛杉矶	179 ms
104.24.4.166	LAX	北美洲	洛杉矶	179 ms
104.24.241.182	LAX	北美洲	洛杉矶	179 ms
141.101.121.162	LAX	北美洲	洛杉矶	179 ms
104.16.189.41	SJC	北美洲	圣何塞	179 ms
172.64.82.208	LAX	北美洲	洛杉矶	179 ms
104.24.23.185	LAX	北美洲	洛杉矶	179 ms
104.18.85.160	SJC	北美洲	圣何塞	179 ms
172.67.62.116	LAX	北美洲	洛杉矶	179 ms
172.67.61.226	LAX	北美洲	洛杉矶	179 ms
5.10.245.33	LAX	北美洲	洛杉矶	179 ms
104.17.26.241	SEA	北美洲	西雅图	179 ms
104.24.91.194	LAX	北美洲	洛杉矶	179 ms
104.27.63.196	LAX	北美洲	洛杉矶	179 ms
104.18.41.50	LAX	北美洲	洛杉矶	179 ms
104.24.133.244	LAX	北美洲	洛杉矶	179 ms
104.20.69.45	LAX	北美洲	洛杉矶	179 ms
104.25.68.64	LAX	北美洲	洛杉矶	179 ms
162.159.254.253	LAX	北美洲	洛杉矶	179 ms
104.16.187.98	SJC	北美洲	圣何塞	179 ms
181.214.1.24	LAX	北美洲	洛杉矶	179 ms
